duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
99.5714285714,2,597,1212296,Deadly Journeys,10195,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's2': 2, 's1': 2, 's7': 2, 's6': 2, 's5': 2, 's4': 2})",19,8,7,0.9876582178,"Counter({'none': 0.9950307295253417, 's3': 0.004969270474658293, 's2': 0.004969270474658293, 's1': 0.004969270474658293, 's7': 0.004969270474658293, 's6': 0.004969270474658293, 's5': 0.004969270474658293, 's4': 0.004969270474658293})",0.5238095238,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.0049692705,0.9950307295,2,1,0,0
57,2,910,1212781,Ugandan Villagers Avoiding Cult Massacre Site,655,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,1,1,0,0
56.2857142857,2,773,1214355,Police Hunt Masked Slasher Of Four Men in Prospect Park,2470,336,A relevant document would discuss the frequency of vicious black bear attacks worldwide and the possible causes for this savage behavior.,Black Bear Attacks,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
95.1428571429,2,705,1214528,Engineer Charging Antimissile Fraud Is Snared in a Federal Clash,8827,389,"selling their products, formulas, etc. directly or indirectly to foreign entities for other than peaceful purposes?",illegal technology transfer,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's13': 1, 's2': 1, 's11': 1, 's10': 1, 's7': 1, 's5': 1, 's4': 1, 's3': 1, 's12': 1})",16,11,7,0.9982700092,"Counter({'none': 0.9992793423053407, 's8': 0.000720657694659163, 's13': 0.000720657694659163, 's2': 0.000720657694659163, 's11': 0.000720657694659163, 's10': 0.000720657694659163, 's7': 0.000720657694659163, 's5': 0.000720657694659163, 's4': 0.000720657694659163, 's3': 0.000720657694659163, 's12': 0.000720657694659163})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285})",0.0007206577,0.9992793423,0,0,0,0
96.5714285714,2,884,1214722,World Briefing,11664,307,"Identify hydroelectric projects proposed or under construction by country and location. Detailed description of nature, extent, purpose, problems, and consequences is desirable.",New Hydroelectric Projects,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s9': 5, 's8': 5, 's3': 5, 's2': 5, 's11': 5, 's10': 5, 's7': 5, 's6': 5, 's5': 5, 's4': 5, 's13': 5, 's12': 5, 's1': 5, 'none': 2})",67,14,7,0.8453684595,"Counter({'none': 0.9579175315232644, 's9': 0.04208246847673543, 's8': 0.04208246847673543, 's3': 0.04208246847673543, 's2': 0.04208246847673543, 's11': 0.04208246847673543, 's10': 0.04208246847673543, 's7': 0.04208246847673543, 's6': 0.04208246847673543, 's5': 0.04208246847673543, 's4': 0.04208246847673543, 's13': 0.04208246847673543, 's12': 0.04208246847673543, 's1': 0.04208246847673543})",0.5238095238,"Counter({'s9': 0.7142857142857143, 's8': 0.7142857142857143, 's3': 0.7142857142857143, 's2': 0.7142857142857143, 's11': 0.7142857142857143, 's10': 0.7142857142857143, 's7': 0.7142857142857143, 's6': 0.7142857142857143, 's5': 0.7142857142857143, 's4': 0.7142857142857143, 's13': 0.7142857142857143, 's12': 0.7142857142857143, 's1': 0.7142857142857143, 'none': 0.2857142857142857})",0.0420824685,0.9579175315,0,0,0,0
117.4285714286,2,953,1214727,METRO BRIEFING,5148,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
101.4285714286,2,691,1216023,Philip Morris Profit Rises 5% On Food and Cigarette Gains,12293,345,"Health studies primarily in the U.S. have caused reductions in tobacco sales here, but the economic impact has caused U.S. tobacco companies to look overseas for customers. What impact have the health and economic factors had overseas?",Overseas Tobacco Sales,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,1,1,0,0
73.2857142857,2,944,1216045,So You Got Bumped Off. Life Isn't Over Yet.,724,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
77.8571428571,2,773,1216053,A Moment to Rethink Hate Crimes Legislation,5959,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's3': 1, 's1': 1, 's7': 1, 's9': 1, 's5': 1, 's4': 1, 's11': 1})",14,9,7,0.9983110869,"Counter({'none': 0.9992967327938693, 's8': 0.0007032672061308732, 's3': 0.0007032672061308732, 's1': 0.0007032672061308732, 's7': 0.0007032672061308732, 's9': 0.0007032672061308732, 's5': 0.0007032672061308732, 's4': 0.0007032672061308732, 's11': 0.0007032672061308732})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's3': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's11': 0.14285714285714285})",0.0007032672,0.9992967328,0,0,0,0
208.1428571429,2,821,1216310,F.B.I. Seizes Computer Drive in a China Nuclear Inquiry,8870,389,"selling their products, formulas, etc. directly or indirectly to foreign entities for other than peaceful purposes?",illegal technology transfer,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s9': 4, 's8': 4, 's13': 4, 's2': 4, 's1': 4, 's10': 4, 's7': 4, 's6': 4, 's5': 4, 's14': 4, 's3': 4, 's12': 4, 's4': 4, 's11': 4, 'none': 3})",59,15,7,0.9450117066,"Counter({'none': 0.9813839155608743, 's9': 0.018616084439125692, 's8': 0.018616084439125692, 's13': 0.018616084439125692, 's2': 0.018616084439125692, 's1': 0.018616084439125692, 's10': 0.018616084439125692, 's7': 0.018616084439125692, 's6': 0.018616084439125692, 's5': 0.018616084439125692, 's14': 0.018616084439125692, 's3': 0.018616084439125692, 's12': 0.018616084439125692, 's4': 0.018616084439125692, 's11': 0.018616084439125692})",0.4285714286,"Counter({'s9': 0.5714285714285714, 's8': 0.5714285714285714, 's13': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 's10': 0.5714285714285714, 's7': 0.5714285714285714, 's6': 0.5714285714285714, 's5': 0.5714285714285714, 's14': 0.5714285714285714, 's3': 0.5714285714285714, 's12': 0.5714285714285714, 's4': 0.5714285714285714, 's11': 0.5714285714285714, 'none': 0.42857142857142855})",0.0186160844,0.9813839156,0,0,0,0
91.8571428571,2,798,1217389,Ex-Energy Official Faults F.B.I. in Nuclear Inquiry,8776,389,"selling their products, formulas, etc. directly or indirectly to foreign entities for other than peaceful purposes?",illegal technology transfer,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
80.5714285714,2,984,1217960,"As Cell Phone Use Explodes, Debate Over Health Risk Grows",7057,310,Evidence that radio waves from radio towers or car (mobile) phones affect brain cancer occurrence.,Radio Waves and Brain Cancer,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's12': 1, 's11': 1, 's10': 1, 's7': 1, 's14': 1})",11,6,7,0.8360598691,"Counter({'none': 0.9244957987561118, 's12': 0.07550420124388825, 's11': 0.07550420124388825, 's10': 0.07550420124388825, 's7': 0.07550420124388825, 's14': 0.07550420124388825})",0.7142857143,"Counter({'none': 0.8571428571428571, 's12': 0.14285714285714285, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's14': 0.14285714285714285})",0.0755042012,0.9244957988,2,1,0,0
89.2857142857,2,587,1217990,Wiretapping in Cyberspace,9304,344,The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?,Abuses of E-Mail,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,1,1,0,0
74.7142857143,2,599,1219469,A New Nuclear Reactor Sheds Only Some Light on Brazil,11665,307,"Identify hydroelectric projects proposed or under construction by country and location. Detailed description of nature, extent, purpose, problems, and consequences is desirable.",New Hydroelectric Projects,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 3, 's3': 3, 's9': 3, 's1': 2, 's7': 2, 's5': 2, 's4': 2, 's6': 2, 's8': 1, 's2': 1, 's10': 1, 's11': 1})",23,12,7,0.6634230773,"Counter({'none': 0.8595156353530891, 's1': 0.13780278157705858, 's3': 0.00507317750143621, 's9': 0.00507317750143621, 's4': 0.003941151464550919, 's6': 0.0035236204684690733, 's7': 0.002681583069852429, 's5': 0.002681583069852429, 's8': 0.0023915944315837812, 's2': 0.0023915944315837812, 's10': 0.0011320260368852919, 's11': 0.0011320260368852919})",0.2376072313,"Counter({'none': 0.42857142857142855, 's3': 0.42857142857142855, 's9': 0.42857142857142855, 's1': 0.2857142857142857, 's7': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's6': 0.2857142857142857, 's8': 0.14285714285714285, 's2': 0.14285714285714285, 's10': 0.14285714285714285, 's11': 0.14285714285714285})",0.1378027816,0.8595156354,0,0,1,1
108.1428571429,2,629,1219691,Harris Files Suit Against AOL Over Blocking of E-Mail,9306,344,The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?,Abuses of E-Mail,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s9': 5, 's8': 5, 's3': 5, 's2': 5, 's11': 5, 's10': 5, 's7': 5, 's6': 5, 's5': 5, 's4': 5, 's1': 5, 'none': 2})",57,12,7,0.8497679072,"Counter({'none': 0.9600563923413328, 's9': 0.03994360765866724, 's8': 0.03994360765866724, 's3': 0.03994360765866724, 's2': 0.03994360765866724, 's11': 0.03994360765866724, 's10': 0.03994360765866724, 's7': 0.03994360765866724, 's6': 0.03994360765866724, 's5': 0.03994360765866724, 's4': 0.03994360765866724, 's1': 0.03994360765866724})",0.5238095238,"Counter({'s9': 0.7142857142857143, 's8': 0.7142857142857143, 's3': 0.7142857142857143, 's2': 0.7142857142857143, 's11': 0.7142857142857143, 's10': 0.7142857142857143, 's7': 0.7142857142857143, 's6': 0.7142857142857143, 's5': 0.7142857142857143, 's4': 0.7142857142857143, 's1': 0.7142857142857143, 'none': 0.2857142857142857})",0.0399436077,0.9600563923,0,0,0,0
60,2,702,1221651,Legislatures Of the World Call Congress 'The Rudest',5564,321,"Pertinent documents will reflect the fact that women continue to be poorly represented in parliaments across the world, and the gap in political power between the sexes is very wide, particularly in the Third World.",Women in Parliaments,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's2': 1})",7,2,7,0.9992235276,"Counter({'none': 0.9996814639515232, 's2': 0.00031853604847676645})",0.7142857143,"Counter({'none': 0.8571428571428571, 's2': 0.14285714285714285})",0.000318536,0.999681464,0,0,0,0
90.7142857143,2,807,1221663,Tire Technology Has Bred Consistency and Compatibility,6027,419,What new uses have been developed for old automobile tires as a means of tire recycling?,"recycle, automobile tires",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
65.7142857143,2,596,1221668,When Tires Start Blowing Apart,1764,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's7': 1})",7,2,7,0.9993404298,"Counter({'none': 0.9997254561999522, 's7': 0.00027454380004765847})",0.7142857143,"Counter({'none': 0.8571428571428571, 's7': 0.14285714285714285})",0.0002745438,0.9997254562,0,0,0,0
45.7142857143,2,858,1222011,Banff Takes Measures To Cope With Crowds,2452,336,A relevant document would discuss the frequency of vicious black bear attacks worldwide and the possible causes for this savage behavior.,Black Bear Attacks,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's9': 2, 's8': 2, 's3': 2, 's1': 2, 's10': 2, 's6': 2, 's2': 1, 's7': 1, 's4': 1})",20,10,7,0.9930351969,"Counter({'none': 0.9972978367280692, 's9': 0.0027021632719308832, 's8': 0.0027021632719308832, 's3': 0.0027021632719308832, 's1': 0.0027021632719308832, 's10': 0.0027021632719308832, 's6': 0.0027021632719308832, 's7': 0.0016397437887144207, 's2': 0.0010624194832164623, 's4': 0.0010624194832164623})",0.5143706536,"Counter({'none': 0.7142857142857143, 's9': 0.2857142857142857, 's8': 0.2857142857142857, 's3': 0.2857142857142857, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's6': 0.2857142857142857, 's2': 0.14285714285714285, 's7': 0.14285714285714285, 's4': 0.14285714285714285})",0.0027021633,0.9972978367,0,0,0,0
167.4285714286,2,753,1222299,"Yes, the Euro Will Rebound. Someday.",3178,378,"Identify documents that discuss opposition to the use of the euro, the European currency.",euro opposition,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
105.7142857143,2,601,1222535,BUSINESS DIGEST,1757,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's7': 1})",7,2,7,0.9992335862,"Counter({'none': 0.9996834363696616, 's7': 0.00031656363033840713})",0.7142857143,"Counter({'none': 0.8571428571428571, 's7': 0.14285714285714285})",0.0003165636,0.9996834364,0,0,0,0
95.2857142857,2,693,1223559,Smuggling Ship to Become a Reef Off Florida,10212,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's3': 2, 's10': 2, 's7': 2, 's6': 2, 's5': 2, 's9': 2, 's1': 2, 's8': 1, 's2': 1, 's11': 1, 's4': 1})",23,12,7,0.8797391764,"Counter({'none': 0.948302146300454, 's3': 0.051697853699546, 's10': 0.051697853699546, 's7': 0.051697853699546, 's6': 0.051697853699546, 's5': 0.051697853699546, 's9': 0.051697853699546, 's1': 0.051697853699546, 's8': 0.0040996839355110695, 's2': 0.0040996839355110695, 's11': 0.0040996839355110695, 's4': 0.0040996839355110695})",0.514177335,"Counter({'none': 0.7142857142857143, 's3': 0.2857142857142857, 's10': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's9': 0.2857142857142857, 's1': 0.2857142857142857, 's8': 0.14285714285714285, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's4': 0.14285714285714285})",0.0516978537,0.9483021463,1,1,0,0
141,2,896,1223602,"Ages-Old Icecap at North Pole Is Now Liquid, Scientists Find",430,355,Identify documents discussing the development and application of space-borne ocean remote sensing.,ocean remote sensing,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
72.7142857143,2,590,1224071,Ideas & Trends; Mosquitoes as Bluebirds of Financial Happiness,5994,419,What new uses have been developed for old automobile tires as a means of tire recycling?,"recycle, automobile tires",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
225,2,942,1224353,Editorial Observer; Penetrating the Remote Amazon Rain Forest,11869,400,What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest?,Amazon rain forest,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 4, 's8': 3, 's9': 2, 's1': 2, 's10': 2, 's11': 2, 's3': 1, 's2': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1})",21,12,7,0.7646116595,"Counter({'none': 0.8982800318313979, 's8': 0.10171996816860211, 's1': 0.09997422847108829, 's9': 0.002876835835842346, 's10': 0.002876835835842346, 's11': 0.002876835835842346, 's3': 0.0017457396975138096, 's7': 0.0017457396975138096, 's6': 0.0017457396975138096, 's5': 0.0017457396975138096, 's2': 0.0011310961383285364, 's4': 0.0011310961383285364})",0.3485259508,"Counter({'none': 0.5714285714285714, 's8': 0.42857142857142855, 's9': 0.2857142857142857, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's11': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.1017199682,0.8982800318,0,0,1,1
232.5714285714,2,538,1224459,Philippines to Drop Charges on E-Mail Virus,9311,344,The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?,Abuses of E-Mail,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
100.4285714286,2,614,1224909,Storm Aims at Cuba; Tourists Flee Keys,5000,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's4': 1})",7,2,7,0.999302871,"Counter({'none': 0.9997095803167856, 's4': 0.0002904196832145745})",0.7142857143,"Counter({'none': 0.8571428571428571, 's4': 0.14285714285714285})",0.0002904197,0.9997095803,0,0,0,0
61.5714285714,2,921,1224995,Estrogen Heart Study Proves Discouraging,5636,356,Identify documents discussing the use of estrogen by postmenopausal women in Britain.,postmenopausal estrogen Britain,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,0,0,0,0
82.5714285714,2,541,1225109,Analysts Say Mitsubishi's Problems Shouldn't Linger,1776,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's9': 2, 's8': 2, 's2': 2, 's1': 2, 's7': 2, 's5': 2, 's6': 2, 's4': 2, 's3': 1})",22,10,7,0.9824544184,"Counter({'none': 0.9929198310858812, 's9': 0.0070801689141188374, 's8': 0.0070801689141188374, 's2': 0.0070801689141188374, 's1': 0.0070801689141188374, 's7': 0.0070801689141188374, 's5': 0.0070801689141188374, 's6': 0.0070801689141188374, 's4': 0.0070801689141188374, 's3': 0.0042119790627249045})",0.5210861448,"Counter({'none': 0.7142857142857143, 's9': 0.2857142857142857, 's8': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's7': 0.2857142857142857, 's5': 0.2857142857142857, 's6': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.14285714285714285})",0.0070801689,0.9929198311,1,1,0,0
71.5714285714,2,656,1225125,Ford Attacks the Lawyers Pursuing Suits Over Tires,1742,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 4, 's3': 4, 's2': 4, 's1': 4, 's7': 4, 's6': 4, 's5': 4, 's9': 4, 's4': 4, 'none': 3})",39,10,7,0.9462988547,"Counter({'none': 0.9817739527871966, 's8': 0.01822604721280335, 's3': 0.01822604721280335, 's2': 0.01822604721280335, 's1': 0.01822604721280335, 's7': 0.01822604721280335, 's6': 0.01822604721280335, 's5': 0.01822604721280335, 's9': 0.01822604721280335, 's4': 0.01822604721280335})",0.4285714286,"Counter({'s8': 0.5714285714285714, 's3': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 's7': 0.5714285714285714, 's6': 0.5714285714285714, 's5': 0.5714285714285714, 's9': 0.5714285714285714, 's4': 0.5714285714285714, 'none': 0.42857142857142855})",0.0182260472,0.9817739528,0,0,0,0
283,2,879,1225375,World Briefing,7776,423,"Find references to Milosevic's wife, Mirjana Markovic.","Milosevic, Mirjana Markovic",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 6, 's8': 1, 's13': 1, 's2': 1, 's11': 1, 's10': 1, 's7': 1, 's9': 1, 's5': 1, 's4': 1, 's3': 1, 's12': 1, 's6': 1, 's1': 1})",19,14,7,0.9962620596,"Counter({'none': 0.9984402059585693, 's8': 0.0015597940414305235, 's13': 0.0015597940414305235, 's2': 0.0015597940414305235, 's11': 0.0015597940414305235, 's10': 0.0015597940414305235, 's7': 0.0015597940414305235, 's9': 0.0015597940414305235, 's5': 0.0015597940414305235, 's4': 0.0015597940414305235, 's3': 0.0015597940414305235, 's12': 0.0015597940414305235, 's6': 0.0015597940414305235, 's1': 0.0015597940414305235})",0.7142857143,"Counter({'none': 0.8571428571428571, 's8': 0.14285714285714285, 's13': 0.14285714285714285, 's2': 0.14285714285714285, 's11': 0.14285714285714285, 's10': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285, 's6': 0.14285714285714285, 's1': 0.14285714285714285})",0.001559794,0.998440206,1,1,0,0
135.4285714286,2,711,1225666,FIVE QUESTIONS: for BOB TASCA Sr.; On the Front Lines of the Tire Recall,1759,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'none': 5, 's8': 2, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's6': 1, 's5': 1, 's9': 1, 's4': 1})",15,10,7,0.9935403634,"Counter({'none': 0.9974112756652723, 's8': 0.0025887243347278003, 's3': 0.002254884269895444, 's2': 0.002254884269895444, 's1': 0.002254884269895444, 's7': 0.002254884269895444, 's6': 0.002254884269895444, 's5': 0.002254884269895444, 's9': 0.002254884269895444, 's4': 0.002254884269895444})",0.4920634921,"Counter({'none': 0.7142857142857143, 's8': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's9': 0.14285714285714285, 's4': 0.14285714285714285})",0.0025887243,0.9974112757,0,0,0,0
105.5714285714,2,751,1225746,How to Make 200 Million Flip-Flops,6028,419,What new uses have been developed for old automobile tires as a means of tire recycling?,"recycle, automobile tires",../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,Counter({'none': 7}),7,1,7,1,Counter({'none': 1.0}),1,Counter({'none': 1.0}),0,1,2,1,0,0
115.5714285714,2,795,1226176,New Jersey Offers Tips For Hunting Black Bears,2425,336,A relevant document would discuss the frequency of vicious black bear attacks worldwide and the possible causes for this savage behavior.,Black Bear Attacks,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s8': 4, 's3': 4, 's2': 4, 's1': 4, 's10': 4, 's7': 4, 's9': 4, 's5': 4, 's4': 4, 's12': 4, 's6': 4, 's11': 4, 'none': 3})",51,13,7,0.9462988547,"Counter({'none': 0.9817739527871966, 's8': 0.01822604721280335, 's3': 0.01822604721280335, 's2': 0.01822604721280335, 's1': 0.01822604721280335, 's10': 0.01822604721280335, 's7': 0.01822604721280335, 's9': 0.01822604721280335, 's5': 0.01822604721280335, 's4': 0.01822604721280335, 's12': 0.01822604721280335, 's6': 0.01822604721280335, 's11': 0.01822604721280335})",0.4285714286,"Counter({'s8': 0.5714285714285714, 's3': 0.5714285714285714, 's2': 0.5714285714285714, 's1': 0.5714285714285714, 's10': 0.5714285714285714, 's7': 0.5714285714285714, 's9': 0.5714285714285714, 's5': 0.5714285714285714, 's4': 0.5714285714285714, 's12': 0.5714285714285714, 's6': 0.5714285714285714, 's11': 0.5714285714285714, 'none': 0.42857142857142855})",0.0182260472,0.9817739528,0,0,0,0
108.5714285714,2,870,1226853,"If It's Not One Thing, It's Another; Venezuela Asks Criminal Case Against Firestone and Ford",1771,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin2/bin2_crowd_nist_only_anonymized,"Counter({'s9': 5, 's8': 5, 's3': 5, 's12': 5, 's11': 5, 's10': 5, 's7': 5, 's6': 5, 's5': 5, 's4': 5, 's13': 5, 's2': 5, 's14': 5, 's1': 5, 'none': 2})",72,15,7,0.8497679072,"Counter({'none': 0.9600563923413328, 's9': 0.03994360765866724, 's8': 0.03994360765866724, 's3': 0.03994360765866724, 's12': 0.03994360765866724, 's11': 0.03994360765866724, 's10': 0.03994360765866724, 's7': 0.03994360765866724, 's6': 0.03994360765866724, 's5': 0.03994360765866724, 's4': 0.03994360765866724, 's13': 0.03994360765866724, 's2': 0.03994360765866724, 's14': 0.03994360765866724, 's1': 0.03994360765866724})",0.5238095238,"Counter({'s9': 0.7142857142857143, 's8': 0.7142857142857143, 's3': 0.7142857142857143, 's12': 0.7142857142857143, 's11': 0.7142857142857143, 's10': 0.7142857142857143, 's7': 0.7142857142857143, 's6': 0.7142857142857143, 's5': 0.7142857142857143, 's4': 0.7142857142857143, 's13': 0.7142857142857143, 's2': 0.7142857142857143, 's14': 0.7142857142857143, 's1': 0.7142857142857143, 'none': 0.2857142857142857})",0.0399436077,0.9600563923,0,0,0,0
